user_id,income_mean,income_std,current_debt,past_defaults,tx_volume,acceptance_history,repayment_history
20,1335.7269729617585,173.59952200699874,631.5841794119926,0,23,0.5053683029846482,0.9356928360461436
21,498.993136986455,73.69807520003341,421.09537668128615,1,15,0.20911311985099082,0.8881001629754075
22,469.06244307481535,28.77948476532104,624.9699868944447,0,35,0.07749331774492285,0.8511634823843673
23,1020.9968916396541,104.62344482549821,666.0075918082601,1,18,0.11626229734892515,0.8206137615597199
24,1290.1237654921233,181.5815782560139,1506.0769955692851,1,28,0.5436366473797185,0.6428696633430941
25,1009.3479553656598,3.5460374682033815,276.6645771733352,1,33,0.0858940479885045,0.42673217808626807
26,884.2538959386019,93.31269185671914,501.1548374962478,1,42,0.07731364652096563,0.6934141862191954
27,809.192289805979,14.705334800008377,837.1469507872688,1,29,0.0810553768564922,0.6466018893219413
28,748.1253558827103,44.33435365636337,402.9450202479409,1,31,0.26019049261733596,0.8192311611305403
29,1468.613607152779,96.11207305334807,1868.0490213124847,0,25,0.3528196701357068,0.6616407157029901
30,1080.4723566608432,236.19641306907306,2030.8022701671766,0,32,0.09808350997834892,0.5869702996899627
31,776.6488588668833,86.42389204456083,797.91871404939,1,30,0.3019388889307781,0.4778000127405638
32,670.3542281856032,136.69764258273707,1116.777051775859,1,33,0.36141580250018457,0.6415420646740744
33,1223.3356303704554,103.8795468459069,1700.4494807253734,0,22,0.17081370181403768,0.9855290291758414
34,1453.3978782790155,46.71950980567777,732.8285755190752,1,33,0.15363419514283624,0.4106670238021034
35,1396.2806910536463,119.06583043677084,1079.2304939622254,0,34,0.4611408906227506,0.8722515969817536
36,615.6756402284566,28.02146739009432,370.32069017030244,0,28,0.5803589715892977,0.9238433748961704
37,806.0110953817612,85.48320595226483,206.2729795733262,1,36,0.15052345035354212,0.6737868656995012
38,741.2363355526965,204.0208499326367,1344.660440136529,1,39,0.2705106988990563,0.48948422943361863
39,855.3954942259116,98.11771847672587,760.5385572223179,1,43,0.19814957611675857,0.535069279374811
40,1330.2372174525929,103.91250650094736,1997.322038332411,1,39,0.4470754290101499,0.8552595360949833
41,1650.475862070022,65.34587244018957,552.3472145208284,0,22,0.12023134929378987,0.7069709826350693
42,1098.4588341010517,19.547073899514995,349.64488502895694,0,37,0.2784241554732437,0.6890360861891529
43,681.4344159202459,71.46587373551509,1270.4558316415082,1,29,0.10529825003162019,0.6632581123967286
44,917.9401246833575,155.66002480063221,1907.8947115756819,0,30,0.2921338698494888,0.17268266010151967
45,1785.6783403000104,113.67496824342757,373.0273845250042,0,33,0.37066117881313365,0.9436350889418201
46,971.4493729758977,29.64830061015627,448.07424978014103,1,21,0.14269366228273808,0.8127719700682516
47,810.016086657093,13.831602612418434,1663.71175106206,1,37,0.08162304249242361,0.7991252838603451
48,841.6049311506251,46.24575665010811,2344.4303451521314,1,28,0.2409659282778756,0.6425150589607664
49,1096.2817206972743,72.03843828703307,1084.4029300895138,1,37,0.25238056634013234,0.5695843468954593
50,625.7894903693534,76.1313324125813,521.7730871573373,0,22,0.2919026898370802,0.8416529421935125
51,732.9003675718377,76.91483294303504,1581.7736961602168,0,26,0.023490349693693024,0.7006591548277495
52,1387.326579167821,85.78095386705422,674.0092460125999,1,28,0.27617635067849233,0.8114476429443821
53,1082.6970320916012,116.398328152467,532.3103069241479,1,33,0.12477290313262109,0.925265149820781
54,975.9070354041357,61.81354795219415,582.6737936087137,0,31,0.33717972734039436,0.8391949742792949
55,1417.5037675246974,37.82289720212258,1178.0223274233672,1,28,0.37333148907152847,0.6248342928227121
56,661.6837856643948,126.10040756414018,824.0879325128645,1,40,0.6500631156433501,0.7109493333022424
57,798.8039786990155,158.23726568062608,1049.2051741136117,0,34,0.03274153897147356,0.8904515797728053
58,1067.2067663155087,54.04194782431516,1290.8939146610928,1,39,0.16332281762048934,0.8082280747397128
59,1050.7264297438821,298.74191837901344,695.9206358336153,0,33,0.30781663919262126,0.878809398953128
60,445.6525044620529,227.85960609792178,1384.7876273934783,0,30,0.3548923412804776,0.8311882989821258
61,763.134730471939,31.735741010995515,806.0852372505252,1,26,0.18225792627830245,0.7271800684159165
62,865.3697606613246,15.051105636757041,588.170987007045,0,25,0.32694782202288825,0.40255847494766905
63,1119.0132505088152,74.51944344885297,297.91702991618774,0,30,0.17072980197736448,0.6830649630538755
64,1049.0885468691831,104.41114804459401,678.0161807293272,1,31,0.13494949665984307,0.734202263001183
65,901.537086447091,295.8808442019735,1760.950043575709,1,36,0.14941283279885095,0.5984537009898666
66,325.55170061462655,289.4031056005257,1253.5463839082863,0,29,0.2630356936146511,0.9366229939557867
67,921.9248316809955,136.92841527775187,1045.2834586981148,0,38,0.22021874726058477,0.7136506644508821
68,959.5983526160185,62.8533818440398,395.15062191627237,0,31,0.31049398089431646,0.8163282271065456
69,2453.328526450957,189.09911203772216,576.1674785856883,1,28,0.5398314383207741,0.664844577442944
70,852.6663402091152,93.78002324391748,1155.9201944076103,0,35,0.6789703702159645,0.6262333975848592
71,1069.7727508806292,25.507188174632727,1321.959962714355,0,27,0.28030248800973484,0.7223191863020885
72,1519.276812033171,26.497119423539488,1269.9416154093406,0,29,0.07077984808037131,0.705046876426952
73,1297.3568942162237,63.19802777261651,930.4158285535981,0,44,0.6699914551682254,0.7482290003885466
74,1680.064065068942,168.2386265163925,485.59533276499366,0,31,0.07455700361801924,0.8194468392024556
75,449.2304313233158,34.34998783353422,1323.754561610311,0,29,0.547149870406172,0.6084617635673452
76,567.4510124423973,63.08543857874498,573.5245150511012,2,34,0.728221312108876,0.9052480993772194
77,709.4215652245998,226.5461232033613,1334.0835443195472,2,26,0.10987082528058138,0.8223048808433852
78,410.88853056146917,113.53306225732757,678.8844919635449,0,32,0.5661692452981504,0.4422686730168799
79,963.2704213598045,123.27754770970498,1941.2182045152535,1,32,0.3659477173335844,0.5312537731143535
80,589.7876419278597,172.41821580294112,635.6636693351145,1,26,0.07561727319495233,0.9220949369273002
81,1775.9020523218314,64.14632901720321,628.1225176823298,0,40,0.24142733998575752,0.6586190089028261
82,634.1806147555137,236.83186538342912,765.0867444792528,0,40,0.2480028538003163,0.6092056053041981
83,800.987217138654,139.82475765372698,490.316904678262,0,22,0.7487314698325296,0.7305034932053938
84,1330.7797602617572,78.07908563851433,434.62080182803845,1,25,0.45033982060398736,0.5485362621991111
85,496.14666083082744,207.60546608351063,479.590947930614,1,40,0.12173985917216099,0.27739220410720733
86,396.8449982324924,135.53067983780232,1629.9336412635328,2,28,0.35347923862759417,0.7012566008615528
87,1015.3985037919867,84.2473452703155,453.0203102008608,1,27,0.0834425356163945,0.7160010656133743
88,1050.1783238753248,125.88767489230983,631.7497068742581,1,29,0.17701646418416875,0.7059992900747454
89,1313.5078770735129,41.04323858377667,2463.303263582235,1,34,0.28894557518957953,0.7620468420991234
90,1177.4869567700491,189.55684909803986,1357.1400000493152,1,26,0.038628155618823726,0.6132093634204692
91,1067.6151886423713,292.5914570281487,1343.811009826795,0,29,0.16939066215379922,0.8122759668450513
92,669.2796887984508,18.611466608576094,2257.6552720258146,0,29,0.31057509126688015,0.8320535471999279
93,1037.3174764884313,53.52224399310822,752.1161017073833,1,31,0.4175560330324854,0.5605658259717305
94,1065.7675273218376,49.78822399524027,217.19262070918126,1,40,0.05524323598224588,0.597450721312251
95,657.4681423000054,146.03054943712266,1273.7869204348274,0,31,0.34240238963849345,0.5610220854607013
96,1993.7853859339314,100.45395702551183,703.7774844480404,1,30,0.39788504114048695,0.7675939542435913
97,1153.3851817621774,60.54850462521798,2475.5697876473546,2,30,0.4105269716463026,0.5927858880051113
98,572.381291114188,68.33077886434769,196.3603921518464,1,33,0.1280444710951406,0.8063951444600599
99,1316.364857856982,56.032407258842,434.7715807411602,0,43,0.23070239208440646,0.5380279754085735
100,1414.4981440500565,133.48761336925517,559.8499292744339,1,26,0.14273694241046392,0.7714054079969932
101,1123.275452215655,99.23795278678197,760.9764790939273,0,28,0.17411231374585187,0.47751815261072295
102,831.2772383525603,65.70166094628959,327.9959607580568,0,47,0.17934241827216818,0.9109707877335991
103,644.0883173192688,56.884448034885374,988.0568194694602,1,36,0.16727907730042962,0.6781269525193704
104,900.4163275187144,210.04788490029802,540.4569865516896,1,25,0.24760210870404736,0.545566565129517
105,1088.6229570061823,186.2958552087521,1408.3035557278583,0,23,0.5840596456027869,0.5364856154653518
106,938.9620701395124,134.58515639998552,1693.0276081970414,1,29,0.3288506714597809,0.6031173425859877
107,1712.7128297202546,173.03001670865436,654.9132946486852,0,18,0.3864589670709672,0.6134896652685962
108,1230.5896653555574,25.767293642900785,1083.2091307333178,1,33,0.4106786844092295,0.8764365288237579
109,609.8207561141395,34.05363287601906,802.1763937644268,1,35,0.14615607164292788,0.7791323913235881
110,542.8977954482859,30.629788409979724,766.5664300813877,0,26,0.32378808650794405,0.6537936826803626
111,1157.6889892711943,86.24352384737387,310.2459518779165,0,30,0.1700073605636897,0.5556223840789387
112,840.0771536477686,176.94628582124042,741.3492215720751,2,27,0.40787307450806576,0.688762764403047
113,1277.0513769372503,61.26211231628746,1328.4654876791953,0,34,0.4317702022709356,0.7843861286646557
114,1153.0890253437246,193.72489606060765,1003.0551608805957,0,26,0.2403980820291878,0.7475690901209735
115,902.2199255813231,53.424229125123965,442.3077264508719,0,23,0.4229682411624697,0.7839240769079777
116,613.1985340374226,77.34119887385398,312.1419615954828,0,35,0.45949137252404315,0.6188034459092515
117,419.9088598062532,60.68824211428585,725.4426622107344,1,35,0.19579728923104503,0.45035339249861106
118,1028.9217940112694,72.76493038172325,497.2380289036917,0,39,0.5714871301747297,0.8301791563451775
119,491.9414046449475,79.13822962562584,534.8056031130112,1,37,0.16372905021019318,0.8877195695547155
120,601.1759342306863,14.531394429112401,502.7567829701125,0,22,0.4360656263424438,0.45340520015554886
121,1001.3380537791694,111.26065950791013,808.6738466092793,1,24,0.46432867028909336,0.9462047495346992
122,958.7089339831911,77.7068875187975,1127.062950663487,1,42,0.24388361181390503,0.6513766100949564
123,521.4858253183565,236.48427233447728,485.17129429544116,0,32,0.25409856690342564,0.7580695690041447
124,1483.821171551824,129.9349757793647,471.5302913937507,2,32,0.17527482905387873,0.46162433293096705
125,1466.6738376403548,107.76259460031807,349.4465690025699,0,30,0.18572170635250096,0.7029485991531885
126,1174.0065509150156,227.17743456966383,889.1160990293635,1,26,0.5105135086803332,0.8210278091088039
127,1173.3776956118304,211.99855272227893,1310.1251757080422,2,38,0.0957002272435376,0.9299504878448771
128,1174.0128033140254,243.52676966602309,747.9751828255336,1,22,0.4805805214946588,0.898487329431973
129,3783.5690649021813,56.226121257362735,1130.2313336541465,1,31,0.5799562485038742,0.4914181499442814
130,1409.1610441853452,29.8997835810563,1516.995014785586,0,32,0.6453256373121065,0.8033090584730271
131,1244.0016290251995,14.621248342660742,923.55389792742,0,20,0.08303851230387528,0.7573844743013166
132,637.6692032988663,171.4118905407426,449.61961004720274,0,31,0.09623729119891289,0.7514701610777647
133,834.709329498532,12.000512250268327,417.5158033071277,2,27,0.2000067859867017,0.954554371856558
134,2333.0793933477,100.33537699986972,467.4526864747661,2,29,0.4126724912034078,0.2759925527389692
135,336.70339740326983,20.37387240517578,2073.535339688506,0,35,0.34461765323223154,0.3560509173794921
136,743.9230291795137,188.73505360098335,2405.529044746873,0,37,0.10377847644598269,0.895595669276422
137,1487.2957839793532,122.68130854273952,638.930260718278,0,28,0.12573719604005917,0.2503411151707093
138,657.142463061594,187.99645098038548,1474.4598598835832,0,31,0.6215268606704598,0.6755000031688669
139,1258.8195895877564,101.93503709082816,1625.248409002801,0,33,0.02109680584802756,0.7668894725599131
140,953.1613958721462,37.6867836327327,315.3838634594348,1,23,0.3147569128407701,0.7542311602529044
141,679.1666897691503,59.392952743940995,2007.5115150970873,1,36,0.03064071238054875,0.2702193047741101
142,303.305911363869,159.8242289215778,687.5051257296913,1,29,0.15114950349633985,0.7525653855546961
143,1016.2307121388485,18.455044366224868,666.6172229892618,1,18,0.27754979576147454,0.5057125957541682
144,631.0910001899108,55.460848710576926,359.03367753347175,1,36,0.7111508782455371,0.6325314182478479
145,884.6339757618999,49.05702574432863,2081.204259295217,1,36,0.24334059198659552,0.7820143692876118
146,1168.9551588720738,79.97418017016345,836.1980852591166,0,23,0.41280810479371816,0.4403446029250756
147,1359.5762248171459,133.03275840719488,1964.8785932976714,0,23,0.2587175511932241,0.6376241414237358
148,742.8043478897467,184.73614103826327,1568.7650523412037,0,23,0.1704088303547758,0.9091081937267834
149,678.5625597684726,24.080437278459627,646.1100493757605,1,31,0.2909058712546268,0.8534683630832939
150,487.68409680872685,40.0862510623667,852.6314342562093,2,23,0.5233255871459414,0.8938605234383439
151,1388.7112421547154,27.00763444939824,528.3684005080579,1,29,0.17597101472453708,0.5230207857301352
152,2183.2174552047354,82.46473807130154,569.5624307073316,2,24,0.1328874184411152,0.8864887602437482
153,1454.2488327402616,30.363813483789126,1036.4405342732632,0,30,0.37930555629488294,0.6016018930927141
154,1594.6784724298388,110.61675426761894,1231.9222810561976,1,32,0.31526714772167785,0.8598904578907834
155,659.7563663283784,202.01688888653356,211.47827244994156,1,35,0.474632534166003,0.4467459424235224
156,1138.5167199523396,15.219870014427036,216.26523480485676,1,21,0.2830108905417977,0.9320202319538837
157,1309.6112257747666,41.36140379753543,579.6039996764588,2,31,0.44722916943779434,0.7447761111310942
158,116.5698073971819,245.24715326235986,948.9237148911135,1,28,0.11044408256126825,0.8315701488909348
159,557.0192865191176,98.28929571914678,1640.7135382354102,0,31,0.44629662573641277,0.889297209428431
160,1831.1827100708915,56.25941318632982,828.5626135787295,0,37,0.40182382679637085,0.5761944863224432
161,441.76528903602053,420.1964062995927,685.1907834114039,1,33,0.16649916374526327,0.8458450034686005
162,1704.7851577829383,68.12753421696283,1118.8518023345973,2,26,0.3723351063339092,0.8218778091509008
163,440.2658367699612,129.32855954648502,444.7004833325223,0,30,0.35274634174372504,0.5371158479845568
164,570.2548375174711,43.003423738358066,841.1468773546643,1,26,0.2601772624378632,0.45583963673703665
165,1147.5591887528133,36.44716055378986,738.0643051692657,1,34,0.31252865286563764,0.5585636755114876
166,963.8172691263788,134.80341157395947,880.2140677881338,0,39,0.39728279149922524,0.9266504302735817
167,776.5604460209929,260.12528087237155,1525.0724294890056,0,25,0.026713790914144456,0.8296750784494905
168,1799.9475413543837,58.34124556175229,243.04418668385256,0,39,0.35203939673115325,0.7157228265606534
169,494.17847648619204,33.979993164706066,763.3191471420458,0,26,0.061022202718212175,0.8407303465637277
170,869.2786006274664,169.39886477904403,1229.0939630979221,0,26,0.585803717252929,0.4663496935893863
171,1211.2881216443297,58.820562773247254,1075.4948539053419,0,37,0.36764177717361896,0.6403345751492906
172,1060.0755328993473,111.72617040349463,260.1462613463587,0,33,0.09007394069063208,0.5211440125284731
173,689.3187655562917,56.89043528773172,215.44982794159213,1,30,0.5252462884938582,0.8192970050036072
174,701.1534118914684,65.04323526446004,1178.4404726198532,1,42,0.279500103710907,0.8514483368756787
175,1350.6278302237934,39.890943703522126,251.52319420024486,1,26,0.15504918789823496,0.7313212859084387
176,1378.453279153266,137.35961140539473,850.4797420128799,1,30,0.2043454375202452,0.8456635333697203
177,1072.4969396268611,114.1542410071485,1468.263231091424,2,32,0.25843582285111677,0.6695408152826354
178,619.0285448555336,111.27088861278536,299.9891289200915,1,26,0.043528087814324115,0.9173369314412806
179,711.6248837642432,47.02966664409789,1970.9237769884996,2,33,0.44465309907942213,0.6333875358104935
180,924.3319064197156,106.9961588994403,1155.8793720521328,0,34,0.05637556186036333,0.7889975008295257
181,984.9478089639821,283.66315681944513,3162.305072620997,1,37,0.09269859986186212,0.647429035147855
182,1190.2222962766984,34.19886741808888,592.0892145190925,1,25,0.1566825647356289,0.7974637394124507
183,848.6732372863025,43.28077898435416,1683.0592187562452,0,27,0.1844802270190096,0.7902081784598207
184,1337.3030980465878,45.39063098231324,633.709157983347,0,35,0.45141625834936383,0.8557716011093657
185,1330.775610783321,92.00949303649209,819.505800937173,1,29,0.13600923220303662,0.857447939305564
186,1618.6120527915893,31.825576906100416,521.0643599222414,0,35,0.713566918788236,0.9354256660678698
187,942.4374726167716,122.80293305943502,796.2998082060797,0,40,0.14281227128504506,0.8807392948878475
188,1080.5115995821513,13.371209831955678,1356.964428938326,0,35,0.23887351520133437,0.7982155495372507
189,878.2266967066953,149.22682288034906,2009.6435316483958,1,24,0.39483021580275823,0.6363179286903435
190,622.5755936476728,109.79139863703881,454.8666878621294,2,25,0.3261635694971764,0.8360965139783341
191,2160.6317862579826,279.3692965853565,895.2059239376456,1,23,0.18338198640778494,0.7243533349324498
192,1528.435286114732,35.71124030804542,564.184106645245,1,22,0.19126049478038412,0.4944459602018546
193,1318.8540071225311,174.09618727149146,923.3200508023648,0,34,0.1555627561251043,0.7546107259550502
194,928.0521153171021,77.89101407728383,1471.609979884813,1,27,0.23242885328169552,0.95103934180825
195,596.8692593006347,66.26887368948363,595.0694249539068,0,19,0.32064932833039006,0.8594902701821431
196,1421.2031136039022,34.11307968288534,1047.422904197205,1,37,0.240662476705578,0.9464002382893989
197,871.2281028022994,57.585302963598984,436.28513587360806,0,33,0.03941372991598458,0.5590365840144124
198,1123.349037546752,59.771707065235134,1540.7978281283447,0,31,0.25949009303060216,0.5710213936972265
199,710.3479050862798,20.518277651605622,1254.9163230104073,0,32,0.23677338768457534,0.8533484143954824
200,1043.221969331147,108.9458298239083,487.49654770126944,1,28,0.3304089073174032,0.19202722829932234
201,730.9948822049952,98.73660346976365,479.7529600868057,2,25,0.37692476046860923,0.8948673134779642
202,744.2549612804013,128.95609988475408,1737.7562104875926,0,30,0.3715993188916755,0.706411395741732
203,1037.2230221314992,51.47898835786226,2332.048477837062,0,33,0.309666293879311,0.5818303403631252
204,437.07369639355977,153.2160549710266,501.50114926098735,1,33,0.24372361516223595,0.7117899446970841
205,447.7427348161658,209.28530302580643,1362.3789703197876,1,35,0.12794562497513048,0.9216181603224677
206,656.069184574405,70.37010134453375,649.9105437508366,0,33,0.10980860150545158,0.8444614503370471
207,844.1175909878524,36.39233604499392,1739.583223577402,0,22,0.3596651792206207,0.8280349427315042
208,1355.0865654130812,88.44244348560689,670.9086833665793,0,39,0.08509072634139077,0.7897029829361839
209,865.9233173470509,85.35459415583406,1197.8164298913548,1,28,0.1611844860770297,0.9466455521481987
210,925.357571731025,73.32137214580979,878.6357967089444,0,32,0.2126214719893469,0.6701785543892436
211,814.090994144095,129.17010290509742,166.01032429287383,0,30,0.11036549440964556,0.905327244571966
212,1079.8220868248331,63.694691769722,457.9377464482495,0,26,0.16007703013324706,0.5505819536349279
213,619.6083739909591,33.76091494988392,1185.0449952039262,1,33,0.43723669131535187,0.905985751608219
214,887.1277519377666,94.67108960624127,1103.6357478642449,3,29,0.1107223541998909,0.827684529306083
215,1117.8730706612455,133.6388820452402,948.6022749614676,2,40,0.07725409028515763,0.9651888092194227
216,1033.5387678260965,141.5002149417459,2049.57615879231,1,36,0.03304630669219798,0.625138474669771
217,938.7844503664587,60.34576655330819,1309.1786479520583,1,35,0.5394563648011778,0.2829201130308777
218,943.9630393220928,104.91639357285555,1217.086418786428,0,23,0.09830489556463089,0.8058728442357829
219,1165.4501659515918,211.95756675195972,163.80749190101227,1,38,0.2993044140772583,0.9144393727037985
220,2206.92400233654,177.57768278386547,1347.0060447403273,0,37,0.4547263131305073,0.9429789175271667
221,639.5068003339468,19.148092484262104,271.2389487685589,1,24,0.19659030081120923,0.7852729929039248
222,2235.1250457839487,64.17014397843033,797.2659949505754,2,23,0.17478782027007947,0.7815469365656643
223,625.8541376966041,202.69046968820317,273.5400021767616,1,33,0.4634098830211973,0.8566801253673426
224,283.58232724348187,19.026535681029628,1062.8577829806854,1,25,0.3603421824572352,0.5280671381361204
225,724.1107662405863,80.15298049236257,1506.6043648200286,1,29,0.4580913898061101,0.39524057982293087
226,1088.912138130084,50.759984374542036,758.4220237375912,2,37,0.22807849177481843,0.7601996015927674
227,2001.2449816345231,106.58028635033577,773.6677358209073,0,29,0.43088113245449766,0.6014586608083292
228,596.4972318407833,8.479343397071728,429.5967710095803,1,21,0.4592412004527293,0.6399443896294374
229,1162.4071772515974,189.6968961779307,1492.0564067708735,0,23,0.22283227972835817,0.4525836656342461
230,471.2377563357058,83.18894700615131,293.3474802970456,1,35,0.4658130456267561,0.7346425924534584
231,1969.294689575932,31.67638639658546,878.754114103155,0,37,0.20713241466535087,0.7165304158966663
232,1541.2741868789406,44.826720537341515,751.9816302704324,0,24,0.20001811934456099,0.5833925617901664
233,744.9472012984558,109.30834470467825,1001.6966992458616,1,37,0.5548483430618547,0.82829901953672
234,371.5899505981165,41.80005433966482,1271.490228793919,0,27,0.2797002678954359,0.7640981484273657
235,1648.980422901612,254.54751331317337,725.4205324640766,0,28,0.15950264558295849,0.8445143813887043
236,884.7159366220849,75.84556430829291,1352.2996630025973,1,27,0.2010168351717291,0.9435319979796243
237,1576.780316404572,224.2779927044206,782.5406034222214,1,46,0.22870561526304226,0.9341823803053617
238,935.6007041317706,94.79370932752775,981.3485471576661,0,31,0.11168914718942792,0.7307832068940395
239,953.7787703802611,137.34094192716753,380.2132336579552,1,33,0.4094919378316138,0.6447529506445524
240,752.0741533567691,131.57704380682006,614.8839823444316,1,20,0.2727544746331732,0.8604903708907735
241,1229.1266022055863,56.27267588163682,250.3389789676479,1,24,0.2382976310583308,0.6826740153014785
242,986.277691501229,138.55255743636567,831.3012107613825,1,31,0.17253249105588953,0.6730730287697904
243,1173.7063025654957,60.4340774246617,1230.8442495487016,0,40,0.3234729986908996,0.8063848439982017
244,415.040241968699,17.131439551242327,703.8113880966204,0,35,0.09714073275968152,0.20065596853880266
245,1601.3353227490143,70.65468813333852,754.8499906943663,0,29,0.06011093730680921,0.7030879697983082
246,1776.7099347659355,27.457790547391113,1012.1565438159985,0,27,0.3250441224022952,0.9443326946592643
247,984.2078360943709,58.719653207774634,1077.166014311806,0,23,0.31908427198483774,0.802045207112872
248,2136.798358267468,81.09815645776958,242.2361740362562,0,25,0.09404225061551076,0.8977331417304417
249,1915.687890841095,37.41489514706839,544.3513040739105,1,26,0.6194321226715104,0.5795161672914508
250,1240.856677823369,124.8494527622442,271.96567151139124,1,30,0.15073408004043454,0.5313541167590509
251,1658.3172521340064,59.84786638520385,624.9986296564289,2,39,0.3872837024766624,0.6834680343359761
252,1469.374903079186,26.651954163626908,1841.3129495180438,0,24,0.15091077509350442,0.7735960479112037
253,361.02819799180395,37.968416531613684,1240.6167832396964,0,29,0.28274514273035145,0.676919474110602
254,821.7078986302843,90.48454712385755,795.8852372257401,1,35,0.3413882822509308,0.8660988927064933
255,1278.9382711779185,68.22115883824256,2130.422974901666,0,23,0.24623483270666713,0.7369175628294057
256,1828.613742176082,103.65123581963319,956.4769597610601,1,26,0.1478006069890611,0.9151625743176911
257,455.0264728472175,90.96854807706978,2778.1410535338027,0,36,0.13024941951780003,0.9493257204859074
258,373.8748683556898,34.80547789929704,867.9274187446049,0,29,0.10075180607304286,0.34300020926790653
259,909.539099886768,49.723150315355156,542.701688879765,0,21,0.1212902701182839,0.8679398567497483
260,294.74929693387384,152.35083918438156,359.93595989818164,0,31,0.2504350761974984,0.6000659201901419
261,895.3561405147368,40.41572822143569,1165.4722899131018,0,29,0.538702921357737,0.558407668367243
262,1100.850437082467,227.82684580845478,620.9713776654947,0,30,0.22570575576267624,0.516870820718276
263,583.3035057870215,21.17536505394522,866.9043617514509,0,33,0.6899781257526925,0.8227556592270954
264,906.5139351398964,148.9107628945774,1059.826881861057,0,26,0.1179439646619697,0.7951401975339536
265,1409.809677983499,76.79825123285414,455.98672228522514,0,36,0.03614583200671618,0.7822220076862016
266,722.4694957075772,35.014240890249845,947.0655028092892,1,32,0.6457232274914045,0.7879592115915581
267,630.9738161702089,88.57644229239257,711.1723880554972,0,47,0.3788626431150237,0.529017108442517
268,887.8504283444433,41.61673897117814,284.31783413428843,0,29,0.401102222258236,0.5264315011982149
269,553.7015504462577,52.50613750613567,1093.1861808138988,0,35,0.10161339108503595,0.6641829441527571
270,2065.540280264022,61.04679518653877,1176.891134991053,0,29,0.2328159150808247,0.8000861209551251
271,948.6519806650927,140.81957115738172,1648.0145403166243,0,27,0.35993894560526435,0.608662672081665
272,662.4836625772475,49.11488301824514,368.01246893271133,0,32,0.41441003359222844,0.947655171965428
273,1028.869310112741,99.07340834887853,2360.826065261298,0,29,0.2872158863856958,0.7846200094946826
274,885.6383819343857,144.62940243811047,487.7598704437211,0,38,0.07238085542339022,0.5685075317591382
275,841.0817293256457,86.75990219527785,181.51846577167242,1,41,0.07098779472358893,0.6216655972065216
276,722.380796062717,110.44451458292568,816.5985368812683,1,38,0.5445749700270389,0.7601641033912051
277,706.0011976563659,80.73959740841225,1002.0681084314286,0,27,0.28770859695165363,0.6733876412408557
278,419.82164261842973,123.00870068105294,729.4687307442106,0,35,0.22353078601696655,0.8951931457478488
279,1657.203726613177,25.89909347855823,364.32009885341995,1,38,0.32948819875210866,0.44094999301023874
280,1205.2527949576365,214.3557245707177,591.1134458706756,1,28,0.5820777084792639,0.5568935107190995
281,1074.3706066120144,46.4843522150236,967.5118882781726,2,29,0.5085842846238966,0.446207858530906
282,879.1503007601495,77.39520026083301,2556.9537154300947,0,27,0.5505315787228446,0.4978967707276443
283,578.3715357493552,11.730263268193047,377.1629730900837,0,25,0.3412518671439107,0.5676607960286483
284,643.2065724273767,54.66999668361184,539.476481754171,1,19,0.2636531749599181,0.7378956131059726
285,443.8382763478346,102.12939831374237,311.7576667001601,1,28,0.46912801601675613,0.6600740896106222
286,680.9254901336276,233.97058462860022,624.073619524062,0,37,0.14732293905478924,0.8225715118846713
